Title,Genre,Runtime,Rating
Arrival,"Drama,Mystery,Sci-Fi,Thriller",116,7.9
Stick Man,"Action,Animation,Family",27,7.1
Joyeux Noel,"Drama,History,Music,Romance,War",116,7.8
Billy Lynn's Long Halftime Walk,"Action,Drama,War",113,6.3
The 9th Life of Louis Drax,"Mystery,Thriller",108,6.3
American Pastoral,"Crime,Drama",108,6.1
Justice League Dark,"Action,Animation,Fantasy,Horror,Sci-Fi",75,7.1
Almost Christmas,"Comedy,Drama",111,6.1
Trolls,"Action,Adventure,Animation,Comedy,Family",92,6.5
Sinners and Saints,"Action,Crime,Thriller",104,6.2
Closet Monster,"Drama,Fantasy,Mystery",90,7.0
Good Kids,Comedy,86,6.1
Jack Reacher: Never Go Back,"Action,Adventure,Crime,Mystery,Thriller",118,6.1
Queen of Katwe,"Action,Biography,Drama,Sport",124,7.4
The Girl with All the Gifts,"Action,Drama,Horror,Thriller",111,6.7
Operation Avalanche,"Drama,Mystery,Thriller",94,6.0
Maigret's Dead Man,"Action,Crime,Drama,Mystery",88,7.1
The Light Between Oceans,"Action,Drama,Romance",133,7.2
Ouija: Origin of Evil,"Action,Horror,Thriller",99,6.1
Inferno,"Action,Adventure,Crime,Drama,Mystery",121,6.2
The Girl on the Train,"Action,Crime,Drama,Mystery,Thriller",112,6.5
Miss Saigon: 25th Anniversary,"Action,Musical",141,8.1
Brotherhood,"Action,Crime,Drama,Thriller",104,6.1
Deepwater Horizon,"Action,Drama,Thriller",107,7.2
Titanoboa: Monster Snake,Documentary,93,6.8
The Accountant,"Action,Crime,Drama,Thriller",128,7.4
The Birth of a Nation,"Action,Biography,Drama,History",120,6.4
Middle School: The Worst Years of My Life,"Animation,Comedy,Drama,Family,Fantasy",92,6.1
View from a Blue Moon,Action,58,6.6
Greater,"Action,Biography,Family,Sport",130,7.2
I Am Not a Serial Killer,"Drama,Horror,Thriller",104,6.2
Denial,"Action,Biography,Drama,History",109,6.6
In a Valley of Violence,"Action,Crime,Drama,Thriller,Western",104,6.0
Train to Busan,"Action,Drama,Horror,Thriller",118,7.5
American Honey,"Action,Adventure,Drama,Romance",163,7.0
The Fourth Phase,"Action,Adventure,Documentary,Sport",90,7.1
David Brent: Life on the Road,"Action,Comedy,Music",96,6.3
Snowden,"Action,Biography,Drama,Thriller",134,7.3
For the Love of Spock,"Action,Biography,Documentary",111,7.6
The Hollars,"Comedy,Drama,Romance",88,6.5
The Magnificent Seven,"Action,Adventure,Western",132,6.9
"Lo and Behold, Reveries of the Connected World","Action,Documentary",98,7.1
Miss Peregrine's Home for Peculiar Children,"Action,Adventure,Drama,Family,Fantasy",127,6.7
Sully,"Action,Biography,Drama",96,7.5
Storks,"Adventure,Animation,Comedy,Family,Fantasy",87,6.8
I Am Bolt,"Action,Biography,Documentary,Sport",107,7.1
Southside with You,"Action,Biography,Drama,History,Romance",84,6.4
Bridget Jones's Baby,"Action,Comedy,Romance",118,6.6
Suicide Squad,"Action,Adventure,Fantasy,Sci-Fi",123,6.1
Cardboard Boxer,Drama,88,6.4
Being Charlie,"Action,Drama,Romance",97,6.3
Don't Think Twice,"Action,Comedy,Drama",92,6.8
The Whole Truth,"Action,Crime,Drama,Mystery,Thriller",93,6.2
Morris from America,"Comedy,Drama,Romance",91,6.2
Blood Punch,"Action,Horror,Thriller",104,6.4
High Strung,"Action,Drama,Music,Romance",96,6.5
Jason Bourne,"Action,Thriller",123,6.6
The Great Gilly Hopkins,"Comedy,Drama,Family",99,6.5
Pete's Dragon,"Action,Adventure,Comedy,Family,Fantasy",102,6.7
The BFG,"Action,Adventure,Family,Fantasy",117,6.4
Don't Breathe,"Crime,Horror,Thriller",88,7.1
Phantom Boy,"Action,Animation,Fantasy",84,6.6
Hell or High Water,"Action,Crime,Drama,Thriller,Western",102,7.6
Kubo and the Two Strings,"Action,Adventure,Animation,Family,Fantasy",101,7.8
Scrat: Spaced Out,"Animation,Comedy,Family,Sci-Fi",105,6.5
4th Man Out,"Comedy,Drama",86,6.6
War Dogs,"Comedy,Crime,Drama,War",114,7.1
The Secret Life of Pets,"Action,Adventure,Animation,Comedy,Family",87,6.5
Oasis: Supersonic,"Action,Biography,Documentary,Music",122,7.9
Already Tomorrow in Hong Kong,"Action,Comedy,Romance",78,6.5
Hands of Stone,"Action,Biography,Drama,Sport",111,6.6
Genius,"Action,Biography,Drama",104,6.5
Indignation,"Drama,Romance",110,6.8
Finding Dory,"Action,Adventure,Animation,Comedy,Family",97,7.3
The Last Reef 3D,"Action,Documentary,Family,News",40,7.4
Mr. Church,"Comedy,Drama",104,7.6
Sausage Party,"Adventure,Animation,Comedy,Fantasy",89,6.2
Imperium,"Action,Crime,Drama,Thriller",109,6.5
Anthropoid,"Action,Biography,History,Thriller,War",120,7.2
Star Trek: Beyond,"Action,Adventure,Sci-Fi,Thriller",122,7.1
Bad Moms,"Action,Comedy",100,6.2
Humpback Whales,Documentary,40,7.1
Captain Fantastic,"Comedy,Drama,Romance",118,7.9
Nerve,"Action,Adventure,Crime,Drama,Mystery",96,6.6
Lights Out,"Action,Horror,Thriller",81,6.3
Meet the Mobsters,"Action,Comedy,Crime,Music",88,6.3
Desierto,"Drama,Thriller",88,6.0
Raiders!: The Story of the Greatest Fan Film Ever Made,"Action,Adventure,Biography,Comedy,Documentary",106,6.9
We Are Many,"Action,Documentary",110,7.4
Blood Father,"Action,Crime,Drama,Thriller",88,6.4
Chasing Niagara,"Adventure,Documentary",75,6.1
The Infiltrator,"Action,Biography,Crime,Drama,Thriller",127,7.0
Alice Through the Looking Glass,"Action,Adventure,Family,Fantasy",113,6.2
Mike and Dave Need Wedding Dates,"Adventure,Comedy,Romance",98,6.0
Dennis Rodman's Big Bang in PyongYang,"Action,Documentary,Sport",93,6.2
Hunt for the Wilderpeople,"Action,Adventure,Comedy,Drama",101,7.9
The Purge: Election Year,"Action,Horror,Sci-Fi,Thriller",108,6.0
Swiss Army Man,"Action,Adventure,Comedy,Drama,Fantasy",97,7.0
Kingsglaive: Final Fantasy XV,"Action,Adventure,Animation,Drama,Fantasy",110,6.8
The Legend of Tarzan,"Action,Adventure,Drama,Fantasy,Romance",110,6.3
Captain Sparky vs. The Flying Saucers,"Action,Adventure,Animation,Comedy,Family",3,6.3
Neverland,"Action,Adventure,Fantasy",180,6.5
The Neon Demon,"Action,Horror,Thriller",118,6.2
De Palma,"Action,Biography,Documentary",110,7.4
Blackfish,"Documentary,Drama",83,8.1
Dead Snow 2: Red vs. Dead,"Action,Comedy,Horror",100,6.9
Monster High: Freaky Fusion,"Action,Animation",73,6.9
Zero Days,"Action,Documentary",105,7.8
The Fits,Drama,72,6.7
Big Top Scooby-Doo!,"Action,Adventure,Animation,Comedy,Family",80,7.0
Free State of Jones,"Action,Biography,Drama,History,War",139,6.9
Central Intelligence,"Action,Comedy,Crime",107,6.3
The Shallows,"Action,Drama,Horror,Thriller",86,6.3
Café Society,"Action,Comedy,Drama,Romance",96,6.6
Warcraft: The Beginning,"Action,Adventure,Fantasy",123,6.9
X-Men: Apocalypse,"Action,Adventure,Sci-Fi",144,7.0
All the Way,"Action,Biography,Drama,History",132,7.3
The Meddler,"Action,Comedy,Drama,Romance",103,6.3
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy,Sci-Fi",112,6.0
Adoration,"Drama,Romance",101,6.3
The Ones Below,"Action,Drama,Thriller",87,6.1
Our Kind of Traitor,"Crime,Drama,Thriller",108,6.2
Popstar: Never Stop Never Stopping,"Action,Comedy,Music",87,6.7
"What Happened, Miss Simone?","Biography,Documentary,Music",101,7.6
Florence Foster Jenkins,"Biography,Comedy,Drama,Music,Romance",111,6.9
Landmine Goes Click,"Action,Crime,Drama,Thriller",105,6.0
Love & Friendship,"Action,Comedy,Drama,Romance",90,6.4
Captain America: Civil War,"Action,Adventure,Sci-Fi",147,7.8
The Conjuring 2,"Action,Horror,Mystery,Thriller",134,7.4
The Sea of Trees,Drama,110,6.0
Equals,"Drama,Romance,Sci-Fi",101,6.1
Kilo Two Bravo,"Action,Adventure,Biography,Drama,Thriller",108,7.1
The Tailor of Panama,"Action,Comedy,Drama,Thriller",109,6.1
Septembers of Shiraz,"Action,Thriller",110,6.0
Saved!,"Action,Comedy,Drama",92,6.8
A Sunday Horse,"Action,Biography,Family",108,6.2
Red Road,"Action,Drama,Mystery,Thriller",113,6.8
Now You See Me 2,"Action,Adventure,Comedy,Crime,Mystery",129,6.5
The Take,"Action,Crime,Drama,Thriller",92,6.3
The Beat That My Heart Skipped,"Action,Crime,Drama,Music,Romance",105,7.3
The Man Who Knew Infinity,"Action,Biography,Drama",108,7.2
Me Before You,"Action,Drama,Romance",106,7.4
Before I Wake,"Action,Drama,Fantasy,Horror,Thriller",97,6.2
Money Monster,"Action,Crime,Drama,Thriller",98,6.5
Scooby-Doo! and WWE: Curse of the Speed Demon,"Action,Adventure,Animation,Comedy,Family",80,6.1
Maggie's Plan,"Action,Comedy,Drama,Romance",98,6.2
The Nice Guys,"Action,Comedy,Crime,Drama,Mystery",116,7.4
The Jungle Book,"Action,Adventure,Drama,Family,Fantasy",106,7.5
Pelé: Birth of a Legend,"Action,Biography,Drama,Sport",107,7.2
Dough,"Comedy,Drama",94,6.2
Enigma,"Action,Drama,Mystery,Romance,Thriller",119,6.4
A Hologram for the King,"Action,Comedy,Drama,Romance",98,6.1
The Huntsman: Winter's War,"Action,Adventure,Drama,Fantasy",114,6.1
The Angry Birds Movie,"Action,Adventure,Animation,Comedy,Family",97,6.3
Crimson Peak,"Action,Drama,Fantasy,Horror,Mystery",119,6.5
River,"Action,Thriller",89,6.0
Tiny Giants 3D,"Action,Adventure,Documentary,Family",44,7.9
Starter for 10,"Action,Comedy,Drama,Romance,Sport",92,6.7
Manhattan Night,"Action,Crime,Drama,Mystery,Thriller",113,6.2
Born to Be Blue,"Action,Biography,Drama,Music,Romance",97,6.9
Confirmation,"Action,Biography,Drama,History",110,6.8
Janis: Little Girl Blue,"Action,Biography,Documentary,Music",103,7.5
The Bronze,"Action,Comedy,Drama,Sport",100,6.0
Batman: The Killing Joke,"Action,Animation,Crime,Drama,Sci-Fi",76,6.5
Keanu,"Action,Comedy",100,6.3
Space Junk 3D,"Action,Documentary",38,6.5
Match Point,"Action,Drama,Romance,Sport,Thriller",124,7.7
Crazy Heart,"Action,Drama,Music,Romance",112,7.3
Aliens of the Deep,"Action,Documentary,Family",47,6.5
Barney Thomson,"Action,Comedy,Crime",96,6.3
Traders,"Action,Thriller",90,6.2
Criminal,"Action,Crime,Drama,Mystery,Sci-Fi",113,6.3
Hardcore Henry,"Action,Adventure,Sci-Fi,Thriller",96,6.7
3D Safari: Africa,"Action,Adventure,Documentary,Reality-TV",88,7.1
Sing Street,"Action,Comedy,Drama,Music,Romance",106,8.0
I Am Belfast,"Action,Documentary",84,6.7
Tristan + Isolde,"Action,Drama,History,Romance,War",105,6.8
Elvis & Nixon,"Comedy,History",86,6.4
Demolition,"Action,Comedy,Drama",101,7.0
Miles Ahead,"Action,Biography,Comedy,Crime,Drama",100,6.4
Batman v Superman: Dawn of Justice,"Action,Adventure,Fantasy,Sci-Fi",151,6.6
The Damned United,"Action,Biography,Drama,History,Sport",98,7.6
Green Room,"Action,Crime,Horror,Music,Thriller",95,7.0
Everybody Wants Some!!,"Action,Comedy",117,7.0
Cleaner,"Action,Crime,Mystery,Thriller",88,6.1
Atonement,"Action,Drama,History,Mystery,Romance",123,7.8
Steve McQueen: The Man & Le Mans,"Action,Documentary",102,6.8
Scoop,"Action,Comedy,Crime,Mystery",96,6.7
This Is It,"Action,Documentary,Music,Musical",111,7.3
The Time Traveler's Wife,"Action,Drama,Fantasy,Romance,Sci-Fi",107,7.1
Lego DC Comics Superheroes: Justice League - Gotham City Breakout,"Action,Adventure,Animation,Comedy,Family",78,6.0
13 Going on 30,"Action,Comedy,Fantasy,Romance",98,6.1
Nanny McPhee,"Action,Comedy,Family,Fantasy",97,6.6
A Bigger Splash,"Action,Crime,Drama,Mystery,Thriller",125,6.4
Anesthesia,"Action,Crime,Drama,Thriller",90,6.1
Brothers of the Wind,"Action,Adventure,Drama,Family",98,6.8
Vigilante Diaries,"Action,Crime,Thriller",107,6.2
Fastball,"Action,Documentary,Sport",87,7.4
The Game of Their Lives,"Action,Drama,History,Sport",101,6.2
The Raid 2,"Action,Crime,Thriller",150,8.0
Miracles from Heaven,"Action,Biography,Drama,Family,Fantasy",109,7.1
How to Lose Friends & Alienate People,"Action,Biography,Comedy,Drama,Romance",110,6.4
Whiskey Tango Foxtrot,"Action,Biography,Comedy,Drama,War",112,6.6
Insidious: Chapter 3,"Action,Fantasy,Horror,Mystery,Thriller",97,6.1
To Save a Life,"Action,Drama",105,7.0
Bobby,"Action,Biography,Documentary,Sport",97,7.0
Eye in the Sky,"Action,Drama,Thriller,War",102,7.3
Journey to Space,"Action,Adventure,Documentary,Sci-Fi",45,6.5
Holding the Man,"Action,Biography,Drama,Romance",127,7.3
The Colony,"Action,Drama,History,Romance,Thriller",106,7.1
Kung Fu Panda 3,"Action,Adventure,Animation,Comedy,Family",95,7.1
My Big Fat Greek Wedding 2,"Action,Comedy,Family,Romance",94,6.0
Eddie the Eagle,"Action,Biography,Comedy,Drama,Sport",106,7.4
Midnight Special,"Action,Adventure,Drama,Mystery,Sci-Fi",112,6.6
Miracle at St. Anna,"Action,Crime,Drama,Thriller,War",160,6.0
Down Terrace,"Action,Comedy,Crime,Drama",93,6.5
Wildlike,"Action,Adventure,Drama,Thriller",104,6.7
Undisputed 2: Last Man Standing,"Action,Crime,Drama,Sport",98,7.1
Undisputed,"Action,Crime,Drama,Sport",105,6.2
Tigerland,"Action,Drama,War",101,7.0
The Informant!,"Action,Comedy,Crime,Drama,Thriller",108,6.5
10 Cloverfield Lane,"Action,Drama,Horror,Mystery,Sci-Fi",103,7.2
The Brothers Grimsby,"Action,Adventure,Comedy",83,6.2
"Hello, My Name Is Doris","Action,Comedy,Drama,Romance",90,6.6
Touched with Fire,"Drama,Romance",106,6.1
Gosford Park,"Action,Comedy,Drama,Mystery",131,7.3
Kill the Irishman,"Action,Biography,Crime,Drama",106,7.1
Dog Pound,"Action,Drama",91,7.0
Catfish,"Action,Documentary",87,7.1
Sin Nombre,"Action,Adventure,Crime,Drama,Thriller",96,7.6
The Confirmation,"Action,Comedy",101,6.4
Anything Else,"Comedy,Romance",108,6.4
13 Hours,"Action,Drama,History,Thriller,War",144,7.3
Anomalisa,"Action,Animation,Comedy,Drama,Romance",90,7.3
Mr. Right,"Action,Comedy,Romance",95,6.3
"Hail, Caesar!","Comedy,Mystery",106,6.3
Louder Than Bombs,"Action,Drama",109,6.6
The von Trapp Family: A Life of Music,"Action,Biography,Drama,Family,Music",98,6.5
Rambo,"Action,Thriller,War",92,7.0
WXIII: Patlabor the Movie 3,"Action,Animation,Crime,Sci-Fi",102,6.7
Harlock: Space Pirate,"Action,Adventure,Animation,Sci-Fi",115,6.5
Collapse,"Action,Documentary",82,7.8
He Never Died,"Action,Comedy,Drama,Fantasy,Thriller",99,6.4
John Wick,"Action,Crime,Thriller",101,7.3
Zootopia,"Action,Adventure,Animation,Comedy,Crime",108,8.0
Mother's Day,"Drama,Horror,Thriller",112,6.3
Amazing Grace,"Action,Biography,Drama,History,Romance",118,7.5
Race,"Action,Biography,Drama,History,Sport",134,7.1
The Letter Writer,"Action,Drama,Family",85,6.9
Triple 9,"Action,Crime,Drama,Thriller",115,6.3
How to Be Single,"Action,Comedy,Romance",110,6.1
The Finest Hours,"Action,Drama,History,Thriller",117,6.8
Lakeview Terrace,"Action,Crime,Drama,Thriller",110,6.1
Somewhere,"Action,Comedy,Drama",97,6.3
Diary of a Wimpy Kid: Rodrick Rules,"Action,Comedy,Family",105,6.6
Killshot,"Action,Crime,Drama,Thriller",95,6.0
Vampire Hunter D: Bloodlust,"Action,Adventure,Animation,Drama,Fantasy",103,7.7
The Oxford Murders,"Action,Crime,Mystery,Thriller",104,6.1
Risen,"Action,Adventure,Drama,Fantasy,History",107,6.3
The Witch,"Action,Horror,Mystery",92,6.8
Jolene,"Action,Drama",121,6.5
Lego Scooby-Doo!: Haunted Hollywood,"Action,Animation,Comedy,Family,Fantasy",75,6.1
Assassination Games,"Action,Crime,Drama,Thriller",101,6.2
Dirty Pretty Things,"Action,Crime,Drama,Thriller",97,7.4
Hero,"Action,Adventure,History",107,7.9
Deadpool,"Action,Adventure,Comedy,Romance,Sci-Fi",108,8.0
The Boy,"Action,Horror,Mystery,Thriller",97,6.0
"WWE TLC Tables, Ladders & Chairs",Action,171,6.7
Where to Invade Next,"Action,Comedy,Documentary",120,7.6
The Choice,"Action,Drama,Romance",111,6.6
Once I Was a Beehive,"Action,Comedy,Drama,Family",119,6.3
Cadillac Records,"Action,Biography,Drama,Music",109,7.0
DRUNK STONED BRILLIANT DEAD: The Story of the National Lampoon,"Action,Biography,Comedy,Documentary,History",98,7.2
Joy,"Action,Biography,Comedy,Drama",124,6.6
Kate & Leopold,"Action,Comedy,Fantasy,Romance",118,6.4
Glorious 39,"Action,Drama,History,Thriller,War",129,6.5
The Snow Queen 2,"Action,Adventure,Animation,Comedy,Family",78,6.3
Deep Web,"Action,Documentary",90,7.0
The Invitation,"Action,Drama,Horror,Mystery,Thriller",100,6.7
The Survivalist,"Action,Drama,Sci-Fi,Thriller",104,6.4
Krampus,"Action,Comedy,Fantasy,Horror",98,6.2
Veteran,"Action,Comedy,Crime,Drama",123,7.1
The Spectacular Now,"Comedy,Drama,Romance",95,7.1
You Kill Me,"Action,Comedy,Crime,Romance,Thriller",93,6.5
Uptown Girls,"Action,Comedy,Drama,Romance",92,6.1
Mayor of the Sunset Strip,"Action,Biography,Documentary,Music",94,7.0
The Revenant,"Action,Adventure,Drama,History,Thriller",156,8.0
A Perfect Day,"Action,Comedy,Drama,War",106,6.8
Flashbacks of a Fool,"Action,Drama",109,6.8
Things We Lost in the Fire,"Action,Drama",118,7.2
District 13: Ultimatum,"Action,Crime,Thriller",101,6.5
Sunset Song,"Action,Drama",135,6.5
Thin Ice,"Action,Comedy,Crime,Drama",93,6.2
"Crouching Tiger, Hidden Dragon","Action,Adventure,Drama,Fantasy,Romance",120,7.9
Justice League vs. Teen Titans,"Action,Animation,Comedy,Fantasy,Sci-Fi",78,7.0
Extraordinary Tales,"Action,Animation,Horror,Mystery",73,6.4
Snow Chick: A Penguin's Tale,"Action,Documentary",58,7.5
Arc,"Action,Drama",105,6.2
Forsaken,"Action,Drama,Western",90,6.3
Star Wars: The Force Awakens,"Action,Adventure,Fantasy,Sci-Fi,Thriller",136,8.0
Coming Home,"Action,Drama,History,Romance",109,7.3
Bon Cop Bad Cop,"Action,Comedy,Crime,Thriller",105,6.9
"Monster High: Boo York, Boo York","Action,Animation",71,6.7
The Tribe,"Action,Crime,Drama",126,7.1
Love Me,"Action,Comedy,Documentary,Drama,Romance",90,6.4
Bandits,"Action,Comedy,Crime,Drama,Romance",123,6.5
Undertow,"Action,Drama,Thriller",108,6.7
Turn the River,"Action,Drama",92,6.0
Tumbledown,"Action,Comedy,Music,Romance",105,6.2
Monster High: Great Scarrier Reef,"Action,Animation",71,6.2
Churchill's Secret,"Action,Biography,Drama,History",100,6.7
Personal Effects,"Action,Drama",106,6.3
Reality,"Action,Comedy",95,6.9
The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi,Thriller,War",137,6.5
The Forbidden Room,"Action,Comedy,Mystery",130,6.2
Concussion,"Action,Biography,Drama,Sport",123,7.1
Daddy's Home,"Action,Comedy,Family",96,6.1
The Editor,"Action,Comedy,Horror,Mystery",95,6.1
Nick and Norah's Infinite Playlist,"Action,Comedy,Drama,Music,Romance",90,6.7
And Everything Is Going Fine,"Action,Documentary",105,7.2
Michael Jackson's Journey from Motown to Off the Wall,"Action,Documentary,Music",93,7.4
Below,"Action,Horror,Mystery,Thriller",105,6.2
Becoming Jane,"Action,Biography,Drama,Romance",120,7.1
The Hateful Eight,"Action,Crime,Drama,Mystery,Thriller",167,7.8
Sisters,"Action,Comedy",118,6.0
Kill Your Friends,"Action,Comedy,Crime,Music,Thriller",103,6.1
Scooby-Doo! Music of the Vampire,"Action,Adventure,Animation,Comedy,Family",79,6.6
Disgrace,"Action,Drama",119,6.6
The Big Short,"Action,Biography,Comedy,Drama,History",130,7.8
Snowtime!,"Action,Animation,Comedy,Drama,Family",82,6.1
Kokoda: 39th Battalion,"Action,Drama,War",105,6.2
Lonely Hearts,"Action,Crime,Drama,Romance,Thriller",108,6.5
The Lady in the Van,"Action,Biography,Comedy,Drama",104,6.7
The Deep Blue Sea,"Action,Drama,Romance",98,6.3
I Believe in Miracles,"Action,Documentary,History,Sport",104,7.8
Deception,"Action,Crime,Drama,Mystery,Thriller",107,6.1
The Peanuts Movie,"Action,Adventure,Animation,Comedy,Family",88,7.1
Victor Frankenstein,"Action,Drama,Horror,Sci-Fi,Thriller",110,6.0
Standoff,"Action,Crime,Drama,Thriller",80,6.0
Racing Extinction,"Action,Adventure,Documentary,Thriller",90,8.3
Monster's Ball,"Action,Drama,Romance",111,7.1
The Dressmaker,"Action,Comedy,Drama",119,7.1
Zoolander,"Action,Comedy",90,6.6
In the Heart of the Sea,"Action,Adventure,Biography,Drama,History",122,6.9
The Angels' Share,"Action,Comedy,Crime,Drama",101,7.0
Brooklyn,"Action,Drama,Romance",117,7.5
Carol,"Action,Drama,Romance",118,7.2
It's All Gone Pete Tong,"Action,Biography,Comedy,Drama,Music",90,7.4
The Night Before,"Action,Adventure,Comedy,Fantasy",101,6.4
The Danish Girl,"Action,Biography,Drama,History,Romance",119,7.1
Room,Drama,118,8.2
Theory of Obscurity: A Film About the Residents,"Action,Comedy,Documentary,History,Music",105,6.9
Code 46,"Action,Drama,Romance,Sci-Fi,Thriller",93,6.2
Coconut Hero,"Action,Comedy,Drama",97,6.3
Lego DC Comics Super Heroes: Justice League - Cosmic Clash,"Action,Adventure,Animation,Comedy,Family",78,6.5
Metallica Through the Never,"Action,Music",93,7.2
Going Clear: Scientology & the Prison of Belief,"Action,Documentary",119,8.0
Slither,"Action,Comedy,Horror,Sci-Fi",95,6.5
Creed,"Action,Drama,Sport",133,7.6
Moonwalkers,"Action,Comedy",107,6.1
My All-American,"Action,Biography,Drama,Sport",118,7.2
Spotlight,"Action,Biography,Crime,Drama,History",128,8.1
The Lobster,"Action,Comedy,Drama,Romance,Sci-Fi",119,7.1
Secret in Their Eyes,"Action,Crime,Drama,Mystery,Thriller",111,6.3
A Mighty Wind,"Action,Comedy,Music",91,7.3
UnReal,"Action,Comedy,Documentary,Sport",47,7.2
The Devil's Rejects,"Action,Crime,Drama,Horror,Thriller",107,6.9
In Absentia,"Action,Animation",20,7.0
The Good Dinosaur,"Action,Adventure,Animation,Comedy,Drama",93,6.7
Where Hope Grows,"Action,Drama,Family",95,6.6
The Punisher,"Action,Adventure,Crime,Drama,Romance",124,6.5
A Ballerina's Tale,"Action,Documentary",85,6.4
Trumbo,"Action,Biography,Crime,Drama",124,7.5
Steve Jobs,"Action,Biography,Drama,History",122,7.2
Dragon Ball Z: Resurrection 'F',"Action,Adventure,Animation,Comedy,Fantasy",105,7.4
The 33,"Action,Biography,Drama,History",127,6.9
The Producers,"Action,Comedy,Musical",134,6.4
Porcupine Tree: Anesthetize,"Action,Music",130,8.5
Hyena Road,"Action,Drama,War",120,6.5
All Things Must Pass: The Rise and Fall of Tower Records,"Action,Documentary,History,Music",94,7.3
